,EntryID,userId,orderDateTime,ID,exchOrdId,side,segment,instrument,ProductType,status,qty,remainingQuantity,filledQty,limitPrice,stopPrice,type,discloseQty,dqQtyRem,orderValidity,slNo,offlineOrder,message,orderNumStatus,tradedPrice,fyToken,cauveriTime,symbol,sha256checksum,receivedTime,time
372,399,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,138.0,112.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
373,400,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,134.0,116.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
374,401,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,131.0,119.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
375,402,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,127.0,123.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
376,403,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,124.0,126.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
377,404,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,120.0,130.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
378,405,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,117.0,133.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
379,406,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,113.0,137.0,0,0,OrderType.Market,0.0,0.0,DAY,29.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
380,407,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,110.0,140.0,0,0,OrderType.Market,0.0,0.0,DAY,31.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
381,408,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,106.0,144.0,0,0,OrderType.Market,0.0,0.0,DAY,33.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
382,409,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,103.0,147.0,0,0,OrderType.Market,0.0,0.0,DAY,35.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
383,410,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,99.0,151.0,0,0,OrderType.Market,0.0,0.0,DAY,37.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
384,411,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,96.0,154.0,0,0,OrderType.Market,0.0,0.0,DAY,39.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
385,412,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,92.0,158.0,0,0,OrderType.Market,0.0,0.0,DAY,41.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
386,413,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,89.0,161.0,0,0,OrderType.Market,0.0,0.0,DAY,43.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
387,414,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,83.0,167.0,0,0,OrderType.Market,0.0,0.0,DAY,45.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
388,415,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,28.0,222.0,0,0,OrderType.Market,0.0,0.0,DAY,47.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
389,416,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,20.0,230.0,0,0,OrderType.Market,0.0,0.0,DAY,49.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
390,417,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,19.0,231.0,0,0,OrderType.Market,0.0,0.0,DAY,51.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
391,418,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Pending,250.0,17.0,233.0,0,0,OrderType.Market,0.0,0.0,DAY,53.0,0.0,TRADE_CONFIRMED,122092836122:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
392,419,XK17409,1664341617.0,122092836122,1100000008524168,-1.0,E,,INTRADAY,OrderStatus.Filled,250.0,0.0,250.0,0,0,OrderType.Market,0.0,0.0,DAY,54.0,0.0,TRADE_CONFIRMED,122092836122:2,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:06:57
393,420,XK17409,1664341621.0,122092837602,1100000009001392,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,2053,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092837602:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:01
394,421,XK17409,1664341633.0,122092837752,1100000009043002,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,0,2043,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092837752:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:13
395,422,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092837882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
396,423,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,176.0,24.0,0,0,OrderType.Market,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122092837882:6,2047,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
397,424,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,126.0,74.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
398,425,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,106.0,94.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
399,426,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,72.0,128.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
400,427,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,69.0,131.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
401,428,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,61.0,139.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
402,429,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,58.0,142.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
403,430,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,50.0,150.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
404,431,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,47.0,153.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
405,432,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,39.0,161.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
406,433,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,36.0,164.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
407,434,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,28.0,172.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
408,435,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,25.0,175.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
409,436,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,17.0,183.0,0,0,OrderType.Market,0.0,0.0,DAY,29.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
410,437,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,14.0,186.0,0,0,OrderType.Market,0.0,0.0,DAY,31.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
411,438,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,6.0,194.0,0,0,OrderType.Market,0.0,0.0,DAY,33.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
412,439,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,3.0,197.0,0,0,OrderType.Market,0.0,0.0,DAY,35.0,0.0,TRADE_CONFIRMED,122092837882:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
413,440,XK17409,1664341667.0,122092837882,1100000009088761,-1.0,E,,INTRADAY,OrderStatus.Filled,200.0,0.0,200.0,0,0,OrderType.Market,0.0,0.0,DAY,36.0,0.0,TRADE_CONFIRMED,122092837882:2,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:07:47
414,441,XK17409,1664341697.0,122092837752,1100000009043002,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,0,2044,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092837752:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:08:17
415,442,XK17409,1664341737.0,122092837752,1100000009043002,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,0,2044,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122092837752:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:08:57
416,443,XK17409,1664341746.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2052,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092838132:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:09:06
417,444,XK17409,1664341844.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2046,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092838132:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:10:44
418,445,XK17409,1664341848.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,197.0,3.0,2046,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,TRADE_CONFIRMED,122092838132:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:10:48
419,446,XK17409,1664341850.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,147.0,53.0,2046,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122092838132:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:10:50
420,447,XK17409,1664341858.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,145.0,55.0,2046,0,OrderType.Limit,0.0,0.0,DAY,8.0,0.0,TRADE_CONFIRMED,122092838132:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:10:58
421,448,XK17409,1664341859.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,133.0,67.0,2046,0,OrderType.Limit,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122092838132:6,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:10:59
422,449,XK17409,1664341860.0,122092838132,1100000009201843,-1.0,E,,INTRADAY,OrderStatus.Filled,200.0,0.0,200.0,2046,0,OrderType.Limit,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122092838132:2,2046,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:11:00
423,450,XK17409,1664341890.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2058,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:11:30
424,451,XK17409,1664341981.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2059,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:13:01
425,452,XK17409,1664342196.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,350.0,350.0,0.0,0,2059,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:16:36
426,453,XK17409,1664342206.0,122092839852,1100000009776211,1.0,E,,INTRADAY,OrderStatus.Pending,300.0,300.0,0.0,2031,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092839852:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:16:46
427,454,XK17409,1664342737.0,122092839852,1100000009776211,1.0,E,,INTRADAY,OrderStatus.Canceled,300.0,0.0,0.0,2031,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092839852:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:25:37
428,455,XK17409,1664342745.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2059,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:25:45
429,456,XK17409,1664343352.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2059,OrderType.Stop,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:35:52
430,457,XK17409,1664343700.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:41:40
431,458,XK17409,1664343717.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2053,OrderType.Stop,0.0,0.0,DAY,7.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:41:57
432,459,XK17409,1664343726.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,8.0,0.0,CONFIRMED,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:42:06
433,460,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,650.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,STOPLOSS_TRIGGER,122092838432:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
434,461,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,649.0,1.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
435,462,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,647.0,3.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
436,463,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,597.0,53.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
437,464,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,593.0,57.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
438,465,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,573.0,77.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
439,466,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,523.0,127.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
440,467,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,521.0,129.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
441,468,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,492.0,158.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
442,469,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,478.0,172.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122092838432:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
443,470,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,432.0,218.0,0,0,OrderType.Market,0.0,0.0,DAY,29.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
444,471,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,398.0,252.0,0,0,OrderType.Market,0.0,0.0,DAY,31.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
445,472,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,350.0,300.0,0,0,OrderType.Market,0.0,0.0,DAY,33.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
446,473,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,329.0,321.0,0,0,OrderType.Market,0.0,0.0,DAY,35.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
447,474,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,328.0,322.0,0,0,OrderType.Market,0.0,0.0,DAY,37.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
448,475,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,290.0,360.0,0,0,OrderType.Market,0.0,0.0,DAY,39.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
449,476,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,256.0,394.0,0,0,OrderType.Market,0.0,0.0,DAY,41.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
450,477,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,229.0,421.0,0,0,OrderType.Market,0.0,0.0,DAY,43.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
451,478,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,220.0,430.0,0,0,OrderType.Market,0.0,0.0,DAY,45.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
452,479,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,130.0,520.0,0,0,OrderType.Market,0.0,0.0,DAY,47.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
453,480,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,109.0,541.0,0,0,OrderType.Market,0.0,0.0,DAY,49.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
454,481,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,61.0,589.0,0,0,OrderType.Market,0.0,0.0,DAY,51.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
455,482,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,60.0,590.0,0,0,OrderType.Market,0.0,0.0,DAY,53.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
456,483,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Pending,650.0,10.0,640.0,0,0,OrderType.Market,0.0,0.0,DAY,55.0,0.0,TRADE_CONFIRMED,122092838432:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
457,484,XK17409,1664344384.0,122092838432,1100000009382397,1.0,E,,INTRADAY,OrderStatus.Filled,650.0,0.0,650.0,0,0,OrderType.Market,0.0,0.0,DAY,56.0,0.0,TRADE_CONFIRMED,122092838432:2,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-28 05:53:04
